SI_NO,Title,HTTPS_Link,Link,Price,Stock
378,Most Wanted,https://books.toscrape.com/catalogue/most-wanted_623/index.html,most-wanted_623/index.html,35.28,In stock
379,"Love, Lies and Spies",https://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html,love-lies-and-spies_622/index.html,20.55,In stock
380,How to Speak Golf: An Illustrated Guide to Links Lingo,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html,how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html,58.32,In stock
381,Hide Away (Eve Duncan #20),https://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html,hide-away-eve-duncan-20_620/index.html,11.84,In stock
382,Furiously Happy: A Funny Book About Horrible Things,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html,furiously-happy-a-funny-book-about-horrible-things_619/index.html,41.46,In stock
383,Everyday Italian: 125 Simple and Delicious Recipes,https://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html,everyday-italian-125-simple-and-delicious-recipes_618/index.html,20.1,In stock
384,Equal Is Unfair: America's Misguided Fight Against Income Inequality,https://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,56.86,In stock
385,Eleanor & Park,https://books.toscrape.com/catalogue/eleanor-park_616/index.html,eleanor-park_616/index.html,56.51,In stock
386,Dirty (Dive Bar #1),https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html,dirty-dive-bar-1_615/index.html,40.83,In stock
387,Can You Keep a Secret? (Fear Street Relaunch #4),https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,48.64,In stock
388,Boar Island (Anna Pigeon #19),https://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html,boar-island-anna-pigeon-19_613/index.html,59.48,In stock
389,A Paris Apartment,https://books.toscrape.com/catalogue/a-paris-apartment_612/index.html,a-paris-apartment_612/index.html,39.01,In stock
390,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",https://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,38.77,In stock
391,Troublemaker: Surviving Hollywood and Scientology,https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html,troublemaker-surviving-hollywood-and-scientology_610/index.html,48.39,In stock
392,The Widow,https://books.toscrape.com/catalogue/the-widow_609/index.html,the-widow_609/index.html,27.26,In stock
393,"The Sleep Revolution: Transforming Your Life, One Night at a Time",https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,11.68,In stock
394,The Improbability of Love,https://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html,the-improbability-of-love_607/index.html,59.45,In stock
395,The Art of Startup Fundraising,https://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html,the-art-of-startup-fundraising_606/index.html,21,In stock
396,Take Me Home Tonight (Rock Star Romance #3),https://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html,take-me-home-tonight-rock-star-romance-3_605/index.html,53.98,In stock
397,Sleeping Giants (Themis Files #1),https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html,sleeping-giants-themis-files-1_604/index.html,48.74,In stock
398,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",https://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,21.15,In stock
399,Playing with Fire,https://books.toscrape.com/catalogue/playing-with-fire_602/index.html,playing-with-fire_602/index.html,13.71,In stock
400,Off the Hook (Fishing for Trouble #1),https://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html,off-the-hook-fishing-for-trouble-1_601/index.html,47.67,In stock
401,Mothering Sunday,https://books.toscrape.com/catalogue/mothering-sunday_600/index.html,mothering-sunday_600/index.html,13.34,In stock
402,"Mother, Can You Not?",https://books.toscrape.com/catalogue/mother-can-you-not_599/index.html,mother-can-you-not_599/index.html,16.89,In stock
403,M Train,https://books.toscrape.com/catalogue/m-train_598/index.html,m-train_598/index.html,27.18,In stock
404,Lilac Girls,https://books.toscrape.com/catalogue/lilac-girls_597/index.html,lilac-girls_597/index.html,17.28,In stock
405,Lies and Other Acts of Love,https://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html,lies-and-other-acts-of-love_596/index.html,45.14,In stock
406,Lab Girl,https://books.toscrape.com/catalogue/lab-girl_595/index.html,lab-girl_595/index.html,40.85,In stock
407,Keep Me Posted,https://books.toscrape.com/catalogue/keep-me-posted_594/index.html,keep-me-posted_594/index.html,20.46,In stock
408,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,https://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,56.27,In stock
409,Grey (Fifty Shades #4),https://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html,grey-fifty-shades-4_592/index.html,48.49,In stock
410,"Exit, Pursued by a Bear",https://books.toscrape.com/catalogue/exit-pursued-by-a-bear_591/index.html,exit-pursued-by-a-bear_591/index.html,51.34,In stock
411,Daredevils,https://books.toscrape.com/catalogue/daredevils_590/index.html,daredevils_590/index.html,16.34,In stock
412,Cravings: Recipes for What You Want to Eat,https://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html,cravings-recipes-for-what-you-want-to-eat_589/index.html,20.5,In stock
413,Born for This: How to Find the Work You Were Meant to Do,https://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,21.59,In stock
414,Arena,https://books.toscrape.com/catalogue/arena_587/index.html,arena_587/index.html,21.36,In stock
415,Adultery,https://books.toscrape.com/catalogue/adultery_586/index.html,adultery_586/index.html,20.88,In stock
416,A Mother's Reckoning: Living in the Aftermath of Tragedy,https://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,19.53,In stock
417,A Gentleman's Position (Society of Gentlemen #3),https://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html,a-gentlemans-position-society-of-gentlemen-3_584/index.html,14.75,In stock
418,11/22/63,https://books.toscrape.com/catalogue/112263_583/index.html,112263_583/index.html,48.48,In stock
419,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",https://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,24.57,In stock
420,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,https://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,49.71,In stock
421,Without Shame,https://books.toscrape.com/catalogue/without-shame_580/index.html,without-shame_580/index.html,48.27,In stock
422,Watchmen,https://books.toscrape.com/catalogue/watchmen_579/index.html,watchmen_579/index.html,58.05,In stock
423,Unlimited Intuition Now,https://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html,unlimited-intuition-now_578/index.html,58.87,In stock
424,Underlying Notes,https://books.toscrape.com/catalogue/underlying-notes_577/index.html,underlying-notes_577/index.html,11.82,In stock
425,The Shack,https://books.toscrape.com/catalogue/the-shack_576/index.html,the-shack_576/index.html,28.03,In stock
426,The New Brand You: Your New Image Makes the Sale for You,https://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,44.05,In stock
427,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",https://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,12.34,In stock
428,The Flowers Lied,https://books.toscrape.com/catalogue/the-flowers-lied_573/index.html,the-flowers-lied_573/index.html,16.68,In stock
429,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",https://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,55.91,In stock
430,The Book of Mormon,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html,the-book-of-mormon_571/index.html,24.57,In stock
431,The Art and Science of Low Carbohydrate Living,https://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html,the-art-and-science-of-low-carbohydrate-living_570/index.html,52.98,In stock
432,The Alien Club,https://books.toscrape.com/catalogue/the-alien-club_569/index.html,the-alien-club_569/index.html,54.4,In stock
433,Suzie Snowflake: One beautiful flake (a self-esteem story),https://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,54.81,In stock
434,Nap-a-Roo,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html,nap-a-roo_567/index.html,25.08,In stock
435,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",https://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,10.41,In stock
436,Modern Day Fables,https://books.toscrape.com/catalogue/modern-day-fables_565/index.html,modern-day-fables_565/index.html,47.44,In stock
437,If I Gave You God's Phone Number....: Searching for Spirituality in America,https://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,20.91,In stock
438,"Fruits Basket, Vol. 9 (Fruits Basket #9)",https://books.toscrape.com/catalogue/fruits-basket-vol-9-fruits-basket-9_563/index.html,fruits-basket-vol-9-fruits-basket-9_563/index.html,33.95,In stock
439,Dress Your Family in Corduroy and Denim,https://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html,dress-your-family-in-corduroy-and-denim_562/index.html,43.68,In stock
440,Don't Forget Steven,https://books.toscrape.com/catalogue/dont-forget-steven_561/index.html,dont-forget-steven_561/index.html,33.23,In stock
441,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,https://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,35.92,In stock
442,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,https://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,48.63,In stock
443,A Shard of Ice (The Black Symphony Saga #1),https://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html,a-shard-of-ice-the-black-symphony-saga-1_558/index.html,56.63,In stock
444,A Hero's Curse (The Unseen Chronicles #1),https://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html,a-heros-curse-the-unseen-chronicles-1_557/index.html,50.49,In stock
445,23 Degrees South: A Tropical Tale of Changing Whether...,https://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html,23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html,35.79,In stock
446,"Zero to One: Notes on Startups, or How to Build the Future",https://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,34.06,In stock
447,Why Not Me?,https://books.toscrape.com/catalogue/why-not-me_554/index.html,why-not-me_554/index.html,17.76,In stock
448,When Breath Becomes Air,https://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html,when-breath-becomes-air_553/index.html,39.36,In stock
449,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,https://books.toscrape.com/catalogue/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html,vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html,36.94,In stock
450,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),https://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html,the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html,43.62,In stock
451,The New Drawing on the Right Side of the Brain,https://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html,the-new-drawing-on-the-right-side-of-the-brain_550/index.html,43.02,In stock
452,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",https://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,28.45,In stock
